order_number,product_key,customer_key,order_date,ship_date,due_date,sales,quantity,price
SO62226,249,8682,2013-07-15,2013-07-22,2013-07-27,24,1,24
SO62227,260,6026,2013-07-15,2013-07-22,2013-07-27,9,1,9
SO62227,287,6026,2013-07-15,2013-07-22,2013-07-27,1701,1,1701
SO62228,192,9060,2013-07-15,2013-07-22,2013-07-27,1120,1,1120
SO62228,255,9060,2013-07-15,2013-07-22,2013-07-27,50,1,50
SO62229,293,12227,2013-07-15,2013-07-22,2013-07-27,540,1,540
SO62229,200,12227,2013-07-15,2013-07-22,2013-07-27,9,1,9
SO62229,201,12227,2013-07-15,2013-07-22,2013-07-27,5,1,5
SO62229,208,12227,2013-07-15,2013-07-22,2013-07-27,35,1,35
SO62230,231,3347,2013-07-15,2013-07-22,2013-07-27,769,1,769
SO62231,260,12103,2013-07-15,2013-07-22,2013-07-27,9,1,9
SO62231,293,12103,2013-07-15,2013-07-22,2013-07-27,540,1,540
SO62232,292,12322,2013-07-15,2013-07-22,2013-07-27,540,1,540
SO62232,200,12322,2013-07-15,2013-07-22,2013-07-27,9,1,9
SO62232,201,12322,2013-07-15,2013-07-22,2013-07-27,5,1,5
SO62232,237,12322,2013-07-15,2013-07-22,2013-07-27,64,1,64
SO62233,207,950,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62234,215,4594,2013-07-16,2013-07-23,2013-07-28,25,1,25
SO62234,210,4594,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62235,218,1013,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62235,208,1013,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62236,185,15760,2013-07-16,2013-07-23,2013-07-28,70,1,70
SO62236,258,15760,2013-07-16,2013-07-23,2013-07-28,54,1,54
SO62237,218,10371,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62237,207,10371,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62238,207,7279,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62239,204,103,2013-07-16,2013-07-23,2013-07-28,8,1,8
SO62240,229,11679,2013-07-16,2013-07-23,2013-07-28,565,1,565
SO62240,207,11679,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62240,258,11679,2013-07-16,2013-07-23,2013-07-28,54,1,54
SO62241,229,13566,2013-07-16,2013-07-23,2013-07-28,565,1,565
SO62241,199,13566,2013-07-16,2013-07-23,2013-07-28,10,1,10
SO62242,285,6894,2013-07-16,2013-07-23,2013-07-28,1701,1,1701
SO62243,193,1277,2013-07-16,2013-07-23,2013-07-28,2295,1,2295
SO62243,201,1277,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62243,199,1277,2013-07-16,2013-07-23,2013-07-28,10,1,10
SO62243,206,1277,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62244,198,3941,2013-07-16,2013-07-23,2013-07-28,2320,1,2320
SO62244,218,3941,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62244,213,3941,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62244,210,3941,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62244,204,3941,2013-07-16,2013-07-23,2013-07-28,8,1,8
SO62245,210,79,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62245,203,79,2013-07-16,2013-07-23,2013-07-28,159,1,159
SO62246,219,231,2013-07-16,2013-07-23,2013-07-28,4,1,4
SO62246,204,231,2013-07-16,2013-07-23,2013-07-28,8,1,8
SO62247,220,143,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62247,208,143,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62248,220,254,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62249,217,15587,2013-07-16,2013-07-23,2013-07-28,29,1,29
SO62250,216,12793,2013-07-16,2013-07-23,2013-07-28,33,1,33
SO62251,212,1893,2013-07-16,2013-07-23,2013-07-28,30,1,30
SO62251,218,1893,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62251,205,1893,2013-07-16,2013-07-23,2013-07-28,22,1,22
SO62251,206,1893,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62251,255,1893,2013-07-16,2013-07-23,2013-07-28,50,1,50
SO62252,212,12200,2013-07-16,2013-07-23,2013-07-28,30,1,30
SO62252,218,12200,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62252,210,12200,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62252,204,12200,2013-07-16,2013-07-23,2013-07-28,8,1,8
SO62253,219,278,2013-07-16,2013-07-23,2013-07-28,4,1,4
SO62253,216,278,2013-07-16,2013-07-23,2013-07-28,33,1,33
SO62253,207,278,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62253,249,278,2013-07-16,2013-07-23,2013-07-28,24,1,24
SO62254,199,10762,2013-07-16,2013-07-23,2013-07-28,10,1,10
SO62254,201,10762,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62254,202,10762,2013-07-16,2013-07-23,2013-07-28,120,1,120
SO62255,199,4860,2013-07-16,2013-07-23,2013-07-28,10,1,10
SO62255,201,4860,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62256,184,204,2013-07-16,2013-07-23,2013-07-28,70,1,70
SO62257,199,9436,2013-07-16,2013-07-23,2013-07-28,10,1,10
SO62257,201,9436,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62257,206,9436,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62258,201,2202,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62258,204,2202,2013-07-16,2013-07-23,2013-07-28,8,1,8
SO62259,201,6180,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62259,250,6180,2013-07-16,2013-07-23,2013-07-28,24,1,24
SO62260,218,4546,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62260,207,4546,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62261,218,8040,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62261,210,8040,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62262,216,3191,2013-07-16,2013-07-23,2013-07-28,33,1,33
SO62262,219,3191,2013-07-16,2013-07-23,2013-07-28,4,1,4
SO62263,212,10050,2013-07-16,2013-07-23,2013-07-28,30,1,30
SO62263,210,10050,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62264,218,10512,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62264,211,10512,2013-07-16,2013-07-23,2013-07-28,25,1,25
SO62264,210,10512,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62265,218,10119,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62265,212,10119,2013-07-16,2013-07-23,2013-07-28,30,1,30
SO62266,220,14495,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62266,208,14495,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62267,213,332,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62267,210,332,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62268,201,394,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62268,200,394,2013-07-16,2013-07-23,2013-07-28,9,1,9
SO62269,237,2163,2013-07-16,2013-07-23,2013-07-28,64,1,64
SO62269,205,2163,2013-07-16,2013-07-23,2013-07-28,22,1,22
SO62270,232,3632,2013-07-16,2013-07-23,2013-07-28,769,1,769
SO62270,185,3632,2013-07-16,2013-07-23,2013-07-28,70,1,70
SO62270,260,3632,2013-07-16,2013-07-23,2013-07-28,9,1,9
SO62271,193,3420,2013-07-16,2013-07-23,2013-07-28,2295,1,2295
SO62271,205,3420,2013-07-16,2013-07-23,2013-07-28,22,1,22
SO62271,259,3420,2013-07-16,2013-07-23,2013-07-28,54,1,54
SO62272,284,4031,2013-07-16,2013-07-23,2013-07-28,1701,1,1701
SO62272,200,4031,2013-07-16,2013-07-23,2013-07-28,9,1,9
SO62272,201,4031,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62273,290,9452,2013-07-16,2013-07-23,2013-07-28,2443,1,2443
SO62273,216,9452,2013-07-16,2013-07-23,2013-07-28,33,1,33
SO62274,192,6733,2013-07-16,2013-07-23,2013-07-28,1120,1,1120
SO62274,257,6733,2013-07-16,2013-07-23,2013-07-28,54,1,54
SO62275,189,14230,2013-07-16,2013-07-23,2013-07-28,1120,1,1120
SO62275,208,14230,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62276,228,1254,2013-07-16,2013-07-23,2013-07-28,565,1,565
SO62276,211,1254,2013-07-16,2013-07-23,2013-07-28,25,1,25
SO62276,218,1254,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62276,205,1254,2013-07-16,2013-07-23,2013-07-28,22,1,22
SO62276,255,1254,2013-07-16,2013-07-23,2013-07-28,50,1,50
SO62277,198,2637,2013-07-16,2013-07-23,2013-07-28,2320,1,2320
SO62277,210,2637,2013-07-16,2013-07-23,2013-07-28,2,1,2
SO62278,274,14433,2013-07-16,2013-07-23,2013-07-28,1215,1,1215
SO62278,207,14433,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62279,281,14976,2013-07-16,2013-07-23,2013-07-28,2384,1,2384
SO62279,201,14976,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62279,200,14976,2013-07-16,2013-07-23,2013-07-28,9,1,9
SO62279,260,14976,2013-07-16,2013-07-23,2013-07-28,9,1,9
SO62280,284,6567,2013-07-16,2013-07-23,2013-07-28,1701,1,1701
SO62280,208,6567,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62281,292,11656,2013-07-16,2013-07-23,2013-07-28,540,1,540
SO62281,214,11656,2013-07-16,2013-07-23,2013-07-28,21,1,21
SO62281,219,11656,2013-07-16,2013-07-23,2013-07-28,4,1,4
SO62282,234,3348,2013-07-16,2013-07-23,2013-07-28,769,1,769
SO62282,249,3348,2013-07-16,2013-07-23,2013-07-28,24,1,24
SO62282,208,3348,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62283,274,3221,2013-07-16,2013-07-23,2013-07-28,1215,1,1215
SO62283,200,3221,2013-07-16,2013-07-23,2013-07-28,9,1,9
SO62283,201,3221,2013-07-16,2013-07-23,2013-07-28,5,1,5
SO62283,207,3221,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62284,294,11987,2013-07-16,2013-07-23,2013-07-28,540,1,540
SO62284,207,11987,2013-07-16,2013-07-23,2013-07-28,35,1,35
SO62285,211,2046,2013-07-17,2013-07-24,2013-07-29,25,1,25
SO62285,210,2046,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62286,214,13281,2013-07-17,2013-07-24,2013-07-29,21,1,21
SO62286,219,13281,2013-07-17,2013-07-24,2013-07-29,4,1,4
SO62286,210,13281,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62287,212,4812,2013-07-17,2013-07-24,2013-07-29,30,1,30
SO62287,210,4812,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62288,185,10379,2013-07-17,2013-07-24,2013-07-29,70,1,70
SO62288,187,10379,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62289,218,1993,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62289,210,1993,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62290,199,17957,2013-07-17,2013-07-24,2013-07-29,10,1,10
SO62290,201,17957,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62291,284,15380,2013-07-17,2013-07-24,2013-07-29,1701,1,1701
SO62291,215,15380,2013-07-17,2013-07-24,2013-07-29,25,1,25
SO62291,219,15380,2013-07-17,2013-07-24,2013-07-29,4,1,4
SO62291,256,15380,2013-07-17,2013-07-24,2013-07-29,54,1,54
SO62292,201,5488,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62292,200,5488,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62292,206,5488,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62293,226,6934,2013-07-17,2013-07-24,2013-07-29,565,1,565
SO62293,199,6934,2013-07-17,2013-07-24,2013-07-29,10,1,10
SO62293,206,6934,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62293,255,6934,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62294,291,13869,2013-07-17,2013-07-24,2013-07-29,2443,1,2443
SO62294,201,13869,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62294,200,13869,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62294,208,13869,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62294,260,13869,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62295,198,4922,2013-07-17,2013-07-24,2013-07-29,2320,1,2320
SO62295,199,4922,2013-07-17,2013-07-24,2013-07-29,10,1,10
SO62295,201,4922,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62295,208,4922,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62296,258,705,2013-07-17,2013-07-24,2013-07-29,54,1,54
SO62297,220,17145,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62297,210,17145,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62297,204,17145,2013-07-17,2013-07-24,2013-07-29,8,1,8
SO62298,217,15720,2013-07-17,2013-07-24,2013-07-29,29,1,29
SO62298,220,15720,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62298,208,15720,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62298,254,15720,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62298,260,15720,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62299,219,18047,2013-07-17,2013-07-24,2013-07-29,4,1,4
SO62299,215,18047,2013-07-17,2013-07-24,2013-07-29,25,1,25
SO62299,210,18047,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62300,211,15479,2013-07-17,2013-07-24,2013-07-29,25,1,25
SO62300,250,15479,2013-07-17,2013-07-24,2013-07-29,24,1,24
SO62301,211,14359,2013-07-17,2013-07-24,2013-07-29,25,1,25
SO62301,210,14359,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62302,220,16199,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62302,217,16199,2013-07-17,2013-07-24,2013-07-29,29,1,29
SO62302,209,16199,2013-07-17,2013-07-24,2013-07-29,55,1,55
SO62302,254,16199,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62302,260,16199,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62303,212,8863,2013-07-17,2013-07-24,2013-07-29,30,1,30
SO62303,236,8863,2013-07-17,2013-07-24,2013-07-29,64,1,64
SO62304,212,11747,2013-07-17,2013-07-24,2013-07-29,30,1,30
SO62304,210,11747,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62304,204,11747,2013-07-17,2013-07-24,2013-07-29,8,1,8
SO62305,212,12287,2013-07-17,2013-07-24,2013-07-29,30,1,30
SO62306,201,10398,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62306,199,10398,2013-07-17,2013-07-24,2013-07-29,10,1,10
SO62306,207,10398,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62307,185,7891,2013-07-17,2013-07-24,2013-07-29,70,1,70
SO62307,187,7891,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62308,183,16757,2013-07-17,2013-07-24,2013-07-29,70,1,70
SO62309,184,8891,2013-07-17,2013-07-24,2013-07-29,70,1,70
SO62309,252,8891,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62310,184,3459,2013-07-17,2013-07-24,2013-07-29,70,1,70
SO62310,187,3459,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62311,201,7101,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62311,209,7101,2013-07-17,2013-07-24,2013-07-29,55,1,55
SO62312,185,9272,2013-07-17,2013-07-24,2013-07-29,70,1,70
SO62312,252,9272,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62313,201,9090,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62314,218,8730,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62315,218,3397,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62315,205,3397,2013-07-17,2013-07-24,2013-07-29,22,1,22
SO62315,253,3397,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62316,205,2380,2013-07-17,2013-07-24,2013-07-29,22,1,22
SO62316,210,2380,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62317,218,5544,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62317,207,5544,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62318,211,8176,2013-07-17,2013-07-24,2013-07-29,25,1,25
SO62319,218,7042,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62319,211,7042,2013-07-17,2013-07-24,2013-07-29,25,1,25
SO62319,210,7042,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62320,212,6801,2013-07-17,2013-07-24,2013-07-29,30,1,30
SO62320,218,6801,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62320,210,6801,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62321,219,11569,2013-07-17,2013-07-24,2013-07-29,4,1,4
SO62322,219,14634,2013-07-17,2013-07-24,2013-07-29,4,1,4
SO62322,214,14634,2013-07-17,2013-07-24,2013-07-29,21,1,21
SO62322,207,14634,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62322,252,14634,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62323,217,16315,2013-07-17,2013-07-24,2013-07-29,29,1,29
SO62323,220,16315,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62323,207,16315,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62324,217,3994,2013-07-17,2013-07-24,2013-07-29,29,1,29
SO62324,220,3994,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62324,206,3994,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62324,260,3994,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62325,217,16327,2013-07-17,2013-07-24,2013-07-29,29,1,29
SO62325,220,16327,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62325,254,16327,2013-07-17,2013-07-24,2013-07-29,50,1,50
SO62326,220,2828,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62326,250,2828,2013-07-17,2013-07-24,2013-07-29,24,1,24
SO62327,218,738,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62327,213,738,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62327,210,738,2013-07-17,2013-07-24,2013-07-29,2,1,2
SO62328,213,976,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62328,218,976,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62328,202,976,2013-07-17,2013-07-24,2013-07-29,120,1,120
SO62329,205,5098,2013-07-17,2013-07-24,2013-07-29,22,1,22
SO62329,207,5098,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62330,227,8724,2013-07-17,2013-07-24,2013-07-29,565,1,565
SO62330,199,8724,2013-07-17,2013-07-24,2013-07-29,10,1,10
SO62331,194,3443,2013-07-17,2013-07-24,2013-07-29,2295,1,2295
SO62331,213,3443,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62331,218,3443,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62331,208,3443,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62332,286,12539,2013-07-17,2013-07-24,2013-07-29,1701,1,1701
SO62332,258,12539,2013-07-17,2013-07-24,2013-07-29,54,1,54
SO62333,289,9257,2013-07-17,2013-07-24,2013-07-29,2443,1,2443
SO62333,204,9257,2013-07-17,2013-07-24,2013-07-29,8,1,8
SO62334,188,13503,2013-07-17,2013-07-24,2013-07-29,1120,1,1120
SO62334,207,13503,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62334,251,13503,2013-07-17,2013-07-24,2013-07-29,24,1,24
SO62335,294,11790,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62335,208,11790,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62336,295,15116,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62336,219,15116,2013-07-17,2013-07-24,2013-07-29,4,1,4
SO62336,214,15116,2013-07-17,2013-07-24,2013-07-29,21,1,21
SO62336,208,15116,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62336,187,15116,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62337,293,11717,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62337,200,11717,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62337,201,11717,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62338,188,9481,2013-07-17,2013-07-24,2013-07-29,1120,1,1120
SO62338,208,9481,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62339,294,15961,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62339,208,15961,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62340,295,11712,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62340,200,11712,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62340,201,11712,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62340,207,11712,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62341,281,18481,2013-07-17,2013-07-24,2013-07-29,2384,1,2384
SO62341,200,18481,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62341,201,18481,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62341,206,18481,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62341,260,18481,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62342,271,18086,2013-07-17,2013-07-24,2013-07-29,742,1,742
SO62342,206,18086,2013-07-17,2013-07-24,2013-07-29,35,1,35
SO62343,276,752,2013-07-17,2013-07-24,2013-07-29,2384,1,2384
SO62344,294,12315,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62344,200,12315,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62344,201,12315,2013-07-17,2013-07-24,2013-07-29,5,1,5
SO62344,260,12315,2013-07-17,2013-07-24,2013-07-29,9,1,9
SO62345,295,17535,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62345,237,17535,2013-07-17,2013-07-24,2013-07-29,64,1,64
SO62346,292,18067,2013-07-17,2013-07-24,2013-07-29,540,1,540
SO62347,219,3522,2013-07-18,2013-07-25,2013-07-30,4,1,4
SO62347,215,3522,2013-07-18,2013-07-25,2013-07-30,25,1,25
SO62347,208,3522,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62348,218,17304,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62348,213,17304,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62348,208,17304,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62349,253,3321,2013-07-18,2013-07-25,2013-07-30,50,1,50
SO62350,219,2122,2013-07-18,2013-07-25,2013-07-30,4,1,4
SO62350,208,2122,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62351,217,8102,2013-07-18,2013-07-25,2013-07-30,29,1,29
SO62351,220,8102,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62351,251,8102,2013-07-18,2013-07-25,2013-07-30,24,1,24
SO62352,233,6640,2013-07-18,2013-07-25,2013-07-30,769,1,769
SO62352,184,6640,2013-07-18,2013-07-25,2013-07-30,70,1,70
SO62352,256,6640,2013-07-18,2013-07-25,2013-07-30,54,1,54
SO62353,195,4700,2013-07-18,2013-07-25,2013-07-30,2295,1,2295
SO62353,199,4700,2013-07-18,2013-07-25,2013-07-30,10,1,10
SO62354,219,18227,2013-07-18,2013-07-25,2013-07-30,4,1,4
SO62354,206,18227,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62355,217,15675,2013-07-18,2013-07-25,2013-07-30,29,1,29
SO62355,220,15675,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62355,206,15675,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62356,216,13515,2013-07-18,2013-07-25,2013-07-30,33,1,33
SO62356,219,13515,2013-07-18,2013-07-25,2013-07-30,4,1,4
SO62357,212,8015,2013-07-18,2013-07-25,2013-07-30,30,1,30
SO62357,218,8015,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62358,218,11365,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62358,212,11365,2013-07-18,2013-07-25,2013-07-30,30,1,30
SO62358,210,11365,2013-07-18,2013-07-25,2013-07-30,2,1,2
SO62358,204,11365,2013-07-18,2013-07-25,2013-07-30,8,1,8
SO62359,199,10906,2013-07-18,2013-07-25,2013-07-30,10,1,10
SO62359,201,10906,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62360,201,16231,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62360,260,16231,2013-07-18,2013-07-25,2013-07-30,9,1,9
SO62361,218,16415,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62362,201,7348,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62362,206,7348,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62363,218,4165,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62364,219,16008,2013-07-18,2013-07-25,2013-07-30,4,1,4
SO62364,215,16008,2013-07-18,2013-07-25,2013-07-30,25,1,25
SO62364,206,16008,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62364,253,16008,2013-07-18,2013-07-25,2013-07-30,50,1,50
SO62365,201,3209,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62365,199,3209,2013-07-18,2013-07-25,2013-07-30,10,1,10
SO62365,260,3209,2013-07-18,2013-07-25,2013-07-30,9,1,9
SO62365,208,3209,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62366,219,6113,2013-07-18,2013-07-25,2013-07-30,4,1,4
SO62366,210,6113,2013-07-18,2013-07-25,2013-07-30,2,1,2
SO62367,212,11839,2013-07-18,2013-07-25,2013-07-30,30,1,30
SO62368,214,15970,2013-07-18,2013-07-25,2013-07-30,21,1,21
SO62368,210,15970,2013-07-18,2013-07-25,2013-07-30,2,1,2
SO62369,217,16312,2013-07-18,2013-07-25,2013-07-30,29,1,29
SO62369,220,16312,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62370,219,11701,2013-07-18,2013-07-25,2013-07-30,4,1,4
SO62370,210,11701,2013-07-18,2013-07-25,2013-07-30,2,1,2
SO62371,220,15860,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62371,217,15860,2013-07-18,2013-07-25,2013-07-30,29,1,29
SO62372,217,16308,2013-07-18,2013-07-25,2013-07-30,29,1,29
SO62372,220,16308,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62372,208,16308,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62373,220,13197,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62373,208,13197,2013-07-18,2013-07-25,2013-07-30,35,1,35
SO62374,220,14492,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62374,210,14492,2013-07-18,2013-07-25,2013-07-30,2,1,2
SO62375,205,2396,2013-07-18,2013-07-25,2013-07-30,22,1,22
SO62376,199,1618,2013-07-18,2013-07-25,2013-07-30,10,1,10
SO62376,201,1618,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62376,249,1618,2013-07-18,2013-07-25,2013-07-30,24,1,24
SO62377,232,3615,2013-07-18,2013-07-25,2013-07-30,769,1,769
SO62377,218,3615,2013-07-18,2013-07-25,2013-07-30,5,1,5
SO62377,212,3615,2013-07-18,2013-07-25,2013-07-30,30,1,30
SO62377,205,3615,2013-07-18,2013-07-25,2013-07-30,22,1,22
SO62377,202,3615,2013-07-18,2013-07-25,2013-07-30,120,1,120
SO62378,233,1769,2013-07-18,2013-07-25,2013-07-30,769,1,769
SO62378,185,1769,2013-07-18,2013-07-25,2013-07-30,70,1,70
